90	90	90	273
90	90	144	350
133	336	90	24
212	90	90	90
286	90	317	90
289	90	90	221
90	19	90	90
90	354	331	90
29	69	90	10
90	90	90	90
92	285	64	278
90	253	31	313
90	90	90	90
4	90	90	90
90	142	90	38
338	57	229	208
221	90	90	50
135	45	90	90
90	11	90	90
148	90	90	82
90	90	90	327
48	89	325	90
115	90	90	5
90	90	90	200
210	90	90	150
284	90	90	9
90	90	117	129
90	265	90	358
90	92	89	187
90	90	183	307
196	90	349	284
73	308	90	273
243	90	90	90
90	90	347	162
289	90	230	90
90	90	90	90
156	90	90	288
27	90	90	293
90	90	69	255
90	28	34	90
122	341	292	130
326	81	68	342
139	90	90	6
139	144	90	120
146	52	90	90
66	2	90	255
90	90	260	90
90	133	47	90
167	15	88	90
90	90	90	90
29	295	90	90
90	9	12	192
90	306	13	90
90	222	202	90
90	90	90	90
90	58	90	90
311	90	206	180
90	90	83	62
90	193	90	90
90	90	90	161
90	90	175	113
90	177	90	90
227	90	275	90
314	199	88	270
326	213	167	90
90	239	90	303
166	150	199	155
200	186	90	90
16	90	90	90
90	21	314	90
43	90	90	256
90	90	174	57
320	239	252	32
262	9	221	90
128	118	90	90
90	151	90	90
90	241	90	309
90	90	20	90
90	90	90	90
90	90	90	90
4	90	90	90
90	218	344	114
90	58	149	148
264	70	90	90
285	237	90	233
313	90	94	219
298	119	331	159
244	308	191	90
90	90	308	6
60	91	23	167
310	90	245	90
278	213	56	177
90	90	90	90
90	136	315	197
90	90	90	300
90	90	21	330
250	90	260	90
90	90	161	19
90	312	90	319
90	243	127	90
191	300	191	90
53	285	90	330
90	231	90	259
1	90	300	90
90	90	115	49
90	90	90	90
200	90	90	90
90	90	90	90
301	324	90	90
90	261	308	64
164	215	90	90
90	90	90	90
90	90	213	335
90	90	90	90
90	90	90	90
90	24	90	130
90	155	90	74
211	241	324	119
90	40	90	140
90	151	90	51
245	111	36	172
90	90	90	90
90	90	90	184
286	26	90	12
218	90	182	90
90	57	90	346
90	110	167	90
107	90	90	347
305	336	245	90
90	264	90	231
90	334	90	266
102	90	90	328
353	90	281	90
79	20	243	90
90	90	90	90
279	90	90	318
359	90	90	41
151	94	309	196
110	90	247	68
243	115	90	90
2	60	90	90
276	275	235	80
193	90	90	333
320	90	90	90
13	126	90	90
128	90	156	283
90	211	325	90
56	124	90	90
176	97	58	138
39	141	90	90
168	90	272	163
237	90	235	90
90	301	90	191
90	90	90	170
90	299	194	90
48	10	90	248
90	90	90	90
115	90	114	159
90	152	28	90
90	90	332	90
90	32	257	90
263	90	90	285
90	226	90	110
337	347	3	90
90	263	90	342
90	90	90	90
11	90	90	345
127	90	111	90
138	354	90	90
176	90	194	90
90	172	8	90
90	115	90	90
90	151	90	311
90	90	144	333
333	315	5	90
231	90	90	173
90	90	327	90
90	347	90	50
223	90	341	90
90	90	14	166
90	90	90	90
227	90	90	90
90	80	225	90
90	90	90	90
91	90	108	90
90	352	90	90
44	310	90	90
90	90	168	245
221	90	253	64
271	90	90	90
90	83	86	90
29	232	90	90
20	174	95	222
90	11	33	90
90	71	141	90
90	307	90	90
309	90	124	90
90	90	90	90
91	90	90	142
33	90	154	90
90	90	90	90
90	27	90	292
225	43	90	90
13	90	65	90
1	303	90	90
90	90	90	90
90	283	90	157
340	90	356	90
90	220	13	201
90	79	353	90
11	90	90	90
90	277	90	90
46	90	144	290
90	90	244	44
90	212	90	353
226	90	90	250
90	1	293	90
306	90	196	90
90	90	90	90
232	90	90	90
90	250	18	90
86	90	90	90
90	4	176	90
337	90	138	90
55	90	90	90
90	90	212	293
90	156	90	28
308	90	121	90
90	58	90	62
90	156	90	90
90	90	256	303
90	137	90	136
213	325	90	304
90	105	171	90
90	90	90	248
90	90	90	90
335	90	90	232
90	90	315	31
90	90	164	340
90	210	198	336
90	90	90	90
329	90	90	90
146	180	165	234
167	124	90	90
128	52	90	90
90	350	90	90
221	135	180	281
97	90	90	290
13	144	90	87
151	90	73	90
90	78	90	90
90	90	90	90
21	90	90	331
90	90	343	136
90	90	90	90
224	180	90	90
353	90	90	52
90	90	62	118
54	90	90	290
113	281	90	181
93	244	141	91
135	90	90	216
90	90	90	49
90	318	90	90
90	282	254	90
223	243	90	113
90	90	286	104
151	90	90	79
90	90	302	90
90	90	204	103
90	185	289	90
38	250	292	191
90	240	90	90
21	284	90	90
163	90	90	90
65	115	90	90
297	5	90	48
30	90	108	90
90	7	36	90
90	359	328	90
244	90	90	90
133	292	90	90
90	90	3	338
90	144	336	90
300	90	139	90
90	90	90	90
90	90	229	94
90	90	90	90
90	2	90	265
90	239	174	90
90	90	90	90
90	90	90	222
90	247	90	326
90	90	90	91
148	90	166	90
82	90	90	21
90	90	132	105
238	90	148	78
90	90	103	261
2	90	6	90
90	90	90	15
161	90	90	356
262	90	90	335
90	90	160	20
186	167	90	90
90	90	90	303
22	42	22	90
35	61	90	90
256	166	67	71
90	84	66	90
90	90	216	240
90	90	90	260
110	90	90	90
90	30	132	90
222	90	90	62
40	336	188	44
167	90	90	90
289	90	90	90
133	90	78	62
294	3	90	282
90	237	305	90
253	90	90	90
90	90	90	90
90	90	90	90
90	135	90	90
131	90	90	90
90	339	90	90
152	80	90	66
90	90	15	165
14	262	90	212
90	90	81	90
343	231	246	273
90	46	134	90
90	90	246	332
90	90	90	90
90	90	73	89
90	351	306	90
158	90	90	29
156	350	316	287
157	172	72	90
295	146	90	90
90	211	90	4
209	90	277	351
21	90	90	308
90	90	98	202
46	156	90	90
2	90	197	90
90	308	243	90
17	90	90	43
173	90	90	59
90	273	90	244
118	90	90	90
203	90	90	90
90	130	90	224
97	90	83	90
90	284	90	22
90	90	90	348
90	160	90	206
176	90	334	90
252	90	282	90
44	226	230	150
306	248	90	90
296	90	295	90
90	90	90	90
163	90	90	90
90	90	130	90
295	14	90	135
90	90	90	353
58	133	313	251
2	90	90	90
326	186	294	18
332	90	90	26
112	301	296	90
341	90	90	282
90	90	74	106
330	309	256	90
90	47	90	133
310	90	78	256
90	167	90	71
90	88	90	45
90	142	22	90
194	90	90	80
345	90	90	312
90	90	90	199
60	13	189	90
90	90	117	90
31	90	147	90
90	90	90	90
76	90	90	74
104	104	90	90
90	90	90	170
90	34	134	90
90	90	90	274
197	90	242	90
90	270	90	37
282	90	135	90
90	90	74	90
330	119	90	90
90	123	90	112
90	146	90	161
90	90	90	90
10	90	90	90
90	65	90	124
183	90	90	271
90	359	267	90
90	353	157	90
57	90	123	90
331	242	90	90
251	298	20	44
178	90	90	186
300	90	90	90
90	90	84	91
121	309	110	176
336	90	90	199
90	90	90	153
90	122	90	244
105	309	90	71
90	338	143	90
90	22	90	358
80	90	90	90
174	6	90	90
90	246	90	265
90	90	112	55
354	90	90	343
90	328	90	90
149	144	34	240
228	90	359	90
160	90	140	90
323	157	90	280
90	90	90	90
16	148	90	90
280	90	90	90
90	90	22	209
12	90	214	320
90	135	90	90
238	217	90	90
90	90	90	58
90	90	77	90
224	39	90	90
154	90	90	90
90	88	144	56
90	90	90	51
90	90	90	90
90	90	90	246
203	176	90	90
266	84	178	90
90	123	209	90
90	187	68	90
90	36	90	280
204	90	90	62
312	90	281	90
90	90	90	90
54	90	295	90
90	100	80	90
90	131	293	319
90	240	90	90
90	132	90	90
159	90	260	341
90	155	90	1
90	90	211	90
307	177	90	90
34	90	108	90
90	29	34	97
267	90	90	90
114	45	90	90
33	309	90	90
258	90	90	308
90	90	90	90
201	90	255	205
90	358	306	90
90	80	90	90
58	90	122	90
130	92	90	260
61	90	90	259
90	240	90	90
90	202	8	90
303	90	143	192
303	90	157	90
342	90	305	90
214	90	90	90
90	90	90	90
140	90	90	90
90	90	90	90
124	334	90	139
112	118	90	90
90	222	90	316
90	51	90	113
256	119	90	90
84	90	90	90
351	104	90	90
90	90	90	90
196	61	90	90
100	90	19	90
278	288	90	90
90	90	90	90
152	256	158	120
90	306	297	90
90	90	5	175
90	297	90	73
90	90	90	90
90	90	90	210
349	49	90	90
90	90	90	90
232	90	90	228
90	90	188	108
90	122	247	355
90	127	127	197
90	90	38	90
90	90	142	49
77	1	351	327
34	90	192	90
90	90	90	90
95	90	58	90
67	7	126	90
90	90	131	49
90	90	90	90
90	90	90	90
90	90	100	343
90	219	90	184
134	90	4	90
1	90	90	142
90	90	90	90
80	100	90	90
90	320	90	90
257	90	174	90
90	90	268	197
76	214	118	90
90	90	90	9
253	196	90	90
345	90	90	90
90	90	90	265
90	240	90	90
90	297	174	90
356	90	90	118
90	90	90	151
90	90	129	51
90	30	139	331
83	90	90	119
65	90	77	186
318	100	90	90
237	41	224	104
90	90	95	90
175	90	139	308
16	90	1	90
333	153	201	244
30	90	264	90
90	219	90	40
90	90	90	90
90	90	90	90
90	90	90	319
198	171	90	90
90	301	101	90
120	209	284	90
36	90	90	90
188	80	90	90
274	259	90	90
68	12	307	16
90	334	181	132
306	90	90	90
111	90	169	90
310	90	325	282
90	90	142	90
350	200	90	90
90	90	60	90
90	90	353	36
90	338	90	90
283	90	98	90
257	164	273	346
90	90	347	142
352	235	155	167
90	90	90	201
90	348	79	203
90	90	117	63
64	90	159	73
348	90	90	90
134	90	90	81
185	41	90	90
90	90	90	261
33	81	90	90
90	170	90	143
90	117	58	90
340	90	98	108
90	90	225	3
196	185	90	90
107	187	90	90
82	225	118	90
6	90	174	90
90	90	90	90
90	90	90	90
90	90	90	90
180	226	235	198
90	90	90	90
274	90	90	90
111	163	90	90
170	90	90	30
90	29	304	90
58	90	271	90
21	90	90	291
358	90	356	90
90	90	90	90
90	90	141	43
90	90	90	90
90	90	90	90
90	349	90	240
48	90	90	162
318	307	326	104
90	95	90	90
187	45	90	90
90	28	231	90
90	90	90	1
90	90	56	90
90	69	90	90
90	330	90	90
302	90	90	90
14	90	90	247
331	90	283	90
250	90	212	253
302	90	142	141
90	90	90	161
186	90	225	90
256	90	90	288
329	309	241	287
192	90	330	90
90	330	90	90
90	170	90	78
314	90	75	90
90	151	90	29
90	136	44	280
195	217	90	309
90	152	90	90
233	70	90	90
90	11	90	204
135	198	90	90
88	92	90	90
164	90	74	90
90	125	324	90
90	318	346	90
90	90	39	165
52	90	128	90
90	90	90	90
90	69	330	90
189	90	224	270
90	39	49	356
97	90	90	90
231	70	90	90
90	69	111	90
90	218	90	196
90	90	32	90
286	90	108	238
142	213	90	90
72	108	90	90
9	88	90	330
115	90	90	93
191	90	90	165
272	53	125	81
80	103	105	121
90	90	90	224
281	90	202	90
90	90	11	162
136	90	140	90
90	90	74	313
337	90	90	177
335	68	90	90
90	177	90	323
90	28	171	90
90	297	170	90
90	90	90	87
90	291	83	90
105	90	75	90
50	102	90	90
245	90	316	90
306	90	90	19
90	312	90	3
109	90	90	255
90	82	90	88
90	90	90	206
232	134	279	90
311	154	90	307
90	90	90	90
90	90	90	90
90	331	90	307
90	90	298	21
90	90	90	90
59	90	90	327
101	90	90	90
131	90	202	90
90	90	334	324
285	90	131	285
335	255	68	237
68	90	170	327
172	90	90	317
90	275	182	90
111	90	90	90
90	208	90	90
90	90	153	90
90	90	90	90
288	330	253	90
90	187	90	90
90	90	124	343
6	90	174	90
90	73	80	231
343	175	23	104
90	328	90	90
181	290	90	90
330	153	127	3
90	90	354	90
62	90	90	90
90	90	90	109
94	90	90	90
189	187	322	150
136	90	252	90
90	283	90	12
210	62	90	97
90	90	312	226
90	129	282	90
73	90	131	90
90	310	90	73
358	90	106	90
90	90	90	90
121	90	90	90
68	90	90	197
90	133	90	90
90	90	93	191
90	137	43	90
251	25	90	47
90	189	45	207
90	285	90	17
90	116	90	177
59	90	132	51
353	289	66	292
133	150	90	90
90	323	129	32
132	48	90	90
112	185	90	90
90	185	213	90
90	90	90	90
70	110	90	90
109	90	296	333
287	240	90	90
307	90	90	78
321	90	90	77
90	159	90	90
8	90	90	124
339	187	90	15
312	278	180	296
90	90	47	55
90	215	90	90
113	90	90	90
90	221	269	90
90	90	90	90
90	90	351	276
202	90	90	146
90	90	206	104
183	90	161	90
108	90	255	173
358	142	90	90
242	236	90	90
90	72	90	34
90	90	173	7
90	90	41	90
237	239	90	185
277	36	90	90
90	107	90	16
90	160	271	90
296	90	90	176
90	133	88	115
90	354	90	90
90	265	90	303
90	309	90	90
90	248	90	90
90	195	90	133
356	90	90	291
246	90	22	90
90	314	126	90
284	90	90	69
15	165	90	90
90	90	90	305
359	90	130	90
225	90	337	90
90	90	90	90
90	54	90	90
90	239	187	90
90	29	129	204
291	118	308	90
90	90	90	90
353	307	90	74
90	90	10	314
358	164	90	250
90	90	118	321
90	24	90	192
21	90	242	90
176	243	90	87
90	302	90	39
145	338	216	168
117	90	247	90
223	331	90	154
90	162	227	294
90	90	90	90
337	196	36	174
90	90	73	239
90	90	128	160
90	90	69	90
90	260	90	252
90	90	1	126
90	39	90	248
90	104	90	225
90	127	338	90
90	352	90	90
90	90	96	84
90	90	90	225
90	86	90	15
276	244	90	90
90	13	90	336
90	90	46	90
39	90	258	90
90	8	172	90
90	144	90	90
90	90	288	162
276	297	90	90
85	271	45	8
90	90	137	349
50	270	90	193
171	90	90	197
90	80	90	90
90	90	90	62
324	90	202	90
293	90	90	90
90	109	71	90
90	207	12	90
90	284	90	90
120	80	90	90
30	90	243	90
90	117	63	90
257	174	240	298
90	264	209	90
90	90	90	90
353	90	90	90
203	270	90	90
90	90	60	90
90	90	90	90
90	90	90	90
90	274	104	163
90	90	90	90
90	353	90	183
225	90	316	152
90	321	90	90
90	90	4	90
60	90	90	79
90	90	122	272
90	90	308	341
129	90	90	90
27	180	188	25
90	122	345	90
90	266	90	90
90	90	209	160
24	90	90	90
157	90	90	356
90	90	61	120
90	154	90	13
90	90	195	90
90	90	216	174
90	331	90	164
90	90	90	90
90	90	21	90
170	90	90	85
146	90	90	90
90	90	90	326
90	90	219	90
90	90	8	109
275	90	90	90
90	84	90	90
90	151	133	285
73	45	90	90
90	90	90	90
153	90	90	90
90	90	276	216
66	82	90	54
325	90	104	312
90	205	90	90
2	90	90	90
90	21	101	90
267	123	90	40
90	20	27	317
114	90	183	90
225	90	347	90
90	87	90	245
12	103	316	144
202	90	90	90
280	36	91	90
316	90	90	123
90	134	8	90
90	196	90	100
95	90	90	91
276	90	90	90
90	38	119	90
319	329	125	229
137	90	90	88
284	203	90	90
90	228	90	90
90	90	90	90
107	90	90	192
49	50	8	90
90	226	220	90
261	90	90	90
90	90	217	316
100	90	40	166
90	13	90	167
90	90	90	114
10	45	90	90
173	90	90	29
236	232	90	30
196	106	127	300
90	335	339	90
90	322	163	90
90	90	90	90
135	90	90	196
8	90	90	92
39	90	311	129
252	269	90	90
118	90	132	90
23	144	53	90
90	315	90	6
163	219	223	251
294	90	279	90
31	65	141	290
350	354	90	90
90	140	110	223
314	60	90	90
90	293	90	90
124	90	90	90
273	90	329	90
90	109	23	90
90	312	182	90
90	90	256	248
90	90	90	90
90	51	90	90
277	147	301	199
90	90	90	90
172	61	280	90
90	330	90	7
90	90	274	231
343	90	90	289
330	260	182	90
164	66	314	259
180	90	76	90
90	77	294	90
90	90	221	90
325	32	90	90
90	90	153	27
90	43	90	274
90	141	129	275
90	90	17	233
254	90	68	90
173	220	90	273
321	90	168	90
90	51	117	1
90	90	90	10
83	90	90	324
49	121	90	90
90	90	43	90
90	344	90	181
90	90	119	23
47	90	90	90
140	30	90	90
358	281	90	90
90	90	90	90
90	90	90	90
90	223	90	95
90	90	35	121
90	304	193	130
90	270	312	90
187	90	190	90
90	113	206	90
90	90	90	90
181	90	90	90
188	90	90	177
106	90	343	90
90	90	90	90
228	232	90	319
6	90	90	304
90	90	263	145
62	90	90	222
90	17	90	194
286	216	336	90
90	348	90	266
134	90	324	89
90	155	90	171
107	90	90	341
5	90	178	90
125	90	90	223
237	90	90	338
90	235	198	274
90	90	69	90
128	90	301	90
22	5	90	90
90	80	90	147
90	90	298	47
90	90	347	90
90	90	90	90
303	234	90	90
90	249	43	90
90	90	193	57
90	235	90	255
196	93	73	64
90	90	90	90
90	90	333	274
90	90	90	90
90	167	90	90
90	90	90	90
218	319	241	90
339	90	90	65
90	53	90	90
187	313	90	90
90	108	111	90
275	342	49	157
90	90	147	90
90	99	90	319
37	26	146	90
33	147	90	90
273	90	165	22
90	90	99	90
90	90	90	337
99	61	90	90
90	241	96	90
90	90	268	197
121	90	45	90
203	90	305	90
33	315	100	90
90	169	90	300
90	97	90	90
90	90	64	293
112	90	68	90
90	85	90	90
132	48	90	90
90	45	90	135
63	90	90	5
11	303	90	327
90	159	66	110
90	140	90	313
90	90	90	107
90	317	90	191
90	90	90	90
90	90	90	90
278	118	90	90
90	90	90	26
90	90	90	90
113	90	20	90
110	31	256	289
235	112	90	90
90	331	90	327
74	90	198	171
41	310	90	90
125	236	90	257
205	90	258	90
90	90	70	110
274	90	35	90
129	90	90	127
320	248	90	90
90	328	90	90
352	123	90	347
188	90	90	90
90	318	332	90
53	20	94	317
90	90	142	348
10	62	326	107
90	23	90	156
212	288	216	90
67	191	90	256
329	57	90	90
90	142	90	90
90	200	253	90
90	90	90	90
120	17	1	90
323	97	254	90
359	90	260	121
90	90	90	90
90	90	109	90
290	106	90	90
276	90	90	278
134	90	213	90
311	279	88	37
90	90	90	90
54	90	90	126
90	135	90	247
90	90	90	138
274	90	203	90
165	153	309	288
90	90	90	90
90	90	234	153
262	90	79	90
90	90	98	90
90	90	282	266
90	144	50	90
90	313	90	162
90	90	90	90
349	90	90	334
13	90	90	242
90	359	90	189
79	90	90	64
220	90	2	138
90	90	266	23
280	90	54	90
90	284	356	90
212	90	90	321
90	90	90	90
35	282	90	319
90	112	90	90
346	28	90	90
84	275	90	282
159	90	90	359
90	27	90	200
318	90	233	285
212	90	90	178
90	6	90	90
90	90	90	42
33	90	90	77
224	15	90	90
90	90	90	90
90	66	90	90
90	90	57	170
165	347	90	288
90	90	90	90
95	90	296	90
90	44	279	244
306	327	90	90
90	66	90	90
249	41	90	90
90	206	90	38
90	176	58	90
162	20	202	105
90	216	90	90
90	90	172	203
90	90	289	10
90	338	90	90
90	69	197	115
318	90	90	90
291	187	169	94
90	90	90	90
90	197	90	90
90	182	150	90
204	333	93	346
287	209	90	90
90	248	90	90
81	284	90	90
330	239	6	90
94	309	90	337
277	90	90	347
187	90	90	237
322	90	90	207
205	90	125	171
90	90	40	90
9	209	72	121
124	186	256	90
341	9	90	90
133	256	262	221
90	90	90	90
90	167	90	90
90	90	90	29
11	90	90	146
332	299	49	300
146	90	90	90
29	187	90	90
90	161	90	85
227	90	90	284
90	109	90	250
90	90	359	106
76	90	20	90
90	161	90	90
90	251	133	4
318	90	90	324
90	90	90	83
90	90	298	117
118	90	90	48
90	91	185	39
43	278	90	90
90	205	90	90
90	108	226	90
20	181	132	282
90	90	248	332
169	150	90	123
90	33	189	90
212	90	90	90
115	90	145	6
90	298	72	90
58	269	6	245
313	50	90	90
297	298	82	90
90	90	90	90
90	167	90	320
90	90	8	90
175	90	18	74
90	355	59	90
90	208	243	76
192	90	244	90
90	90	90	90
90	90	90	90
326	324	133	335
90	229	90	60
269	90	91	90
6	90	32	90
217	90	7	90
23	90	90	233
90	90	96	23
90	166	153	90
168	282	90	90
90	90	90	143
90	90	90	90
90	243	90	191
90	156	90	90
90	90	90	90
90	205	90	299
90	226	90	90
166	90	228	327
90	90	254	217
90	64	76	90
90	90	14	116
4	90	90	176
90	90	135	45
90	140	85	90
97	90	90	353
90	150	205	90
36	90	144	90
359	165	315	90
90	54	90	126
90	90	147	62
90	76	90	90
90	90	90	224
159	131	90	16
156	90	302	90
298	292	286	31
149	260	227	168
90	90	38	90
90	90	90	90
90	90	269	246
90	90	153	90
64	90	116	90
90	56	124	90
210	90	90	90
90	248	191	90
90	90	90	90
90	165	195	196
19	94	95	291
90	90	90	348
90	90	90	90
329	158	90	90
90	90	191	211
90	38	218	90
90	90	90	295
90	90	90	90
90	90	277	182
46	198	312	90
312	229	26	322
209	23	260	90
90	272	90	303
90	271	90	90
90	90	90	90
130	90	348	184
134	184	27	226
227	90	90	90
237	90	267	90
90	90	90	90
27	285	90	278
152	66	329	90
128	346	90	90
188	218	90	90
212	90	90	90
90	90	148	32
90	90	238	50
253	90	90	260
337	90	24	90
90	90	295	94
90	256	216	210
319	90	27	90
90	90	90	90
90	90	90	90
90	55	90	125
11	90	284	279
90	90	140	355
90	282	90	204
139	251	90	90
298	143	90	90
144	90	90	90
90	90	90	90
353	90	236	90
330	90	238	90
340	43	90	90
90	90	90	90
345	109	255	66
90	90	90	90
177	90	88	7
90	197	11	90
90	90	90	90
3	90	90	8
90	23	27	90
294	334	141	90
90	192	90	90
227	90	90	279
90	90	75	315
90	90	90	157
90	258	90	146
90	90	54	126
90	143	190	235
139	95	90	90
90	90	144	176
90	90	90	246
90	90	90	90
342	90	90	49
64	90	90	54
216	173	25	343
182	35	90	196
90	212	90	23
176	90	175	90
353	90	34	90
264	90	90	347
90	209	175	90
90	104	285	76
90	130	90	6
90	156	90	90
90	14	90	333
308	159	90	90
170	90	90	169
90	90	90	90
57	90	90	194
90	90	90	122
119	90	89	90
90	90	90	90
90	90	79	319
90	90	304	90
90	130	281	90
90	320	90	32
280	168	90	90
48	90	90	58
90	170	90	90
90	90	90	76
286	90	90	90
90	90	90	90
82	182	90	90
90	90	90	90
90	90	131	323
182	90	90	71
90	90	90	234
90	90	90	90
262	90	90	244
90	271	206	90
90	90	90	90
58	270	32	193
90	166	152	90
117	90	90	182
90	90	90	90
32	90	90	27
90	347	90	90
208	90	90	48
90	90	132	90
31	90	74	188
90	68	243	90
43	161	230	48
90	57	136	90
90	90	90	131
90	78	242	90
277	90	295	325
90	25	16	159
278	90	88	90
90	68	90	90
90	75	90	90
90	339	18	180
122	321	83	327
197	315	54	90
220	90	196	90
90	90	139	90
300	88	90	90
90	342	125	90
90	90	234	57
90	90	90	42
288	90	90	227
35	90	90	338
90	120	90	60
251	90	90	38
90	309	283	90
204	143	90	99
90	45	135	90
214	325	7	90
176	90	130	90
90	139	122	90
229	189	90	53
90	225	90	166
100	90	90	90
187	90	90	231
106	90	74	90
168	202	90	90
90	233	235	59
90	90	236	324
236	90	90	201
90	130	90	142
90	3	90	90
236	97	147	90
90	90	136	44
259	41	323	147
190	242	90	90
90	90	90	90
343	90	125	63
243	42	30	234
163	64	90	245
90	90	90	212
78	90	90	46
90	90	167	90
44	90	242	90
90	111	90	198
152	143	90	182
266	47	90	90
320	90	150	90
90	90	90	90
90	90	128	45
292	90	90	158
88	92	90	90
221	90	90	186
90	90	95	60
90	90	90	90
318	90	95	90
239	184	90	90
151	104	90	90
90	58	254	90
90	90	90	90
358	90	346	90
90	284	90	90
90	90	189	90
90	201	64	90
20	67	90	188
90	12	90	300
205	323	90	90
90	90	90	90
90	151	235	54
239	90	61	90
90	62	90	233
90	152	90	28
90	277	73	90
90	90	90	90
50	100	233	301
90	90	32	90
236	283	90	302
13	254	90	220
327	41	169	236
90	32	90	332
90	295	18	340
77	90	90	127
90	258	261	90
90	253	90	226
90	316	329	90
103	90	90	245
321	90	90	138
90	307	228	90
275	90	64	90
90	306	90	337
41	90	351	78
216	242	90	90
90	90	262	269
244	212	32	333
90	280	90	206
90	90	42	328
101	318	204	319
90	239	90	15
28	90	90	102
90	201	266	295
90	90	90	90
90	276	90	90
90	132	90	261
204	206	90	90
7	270	125	284
34	90	146	90
351	316	90	90
90	90	115	65
253	90	90	192
35	90	90	94
90	90	317	15
90	90	72	90
296	184	90	226
94	90	130	90
139	90	41	90
32	90	52	90
90	90	204	143
83	90	90	258
161	90	90	127
90	90	90	90
90	90	90	7
90	25	271	168
221	90	122	90
90	348	27	90
236	359	90	327
243	317	90	90
45	30	183	331
85	95	90	90
90	234	162	90
90	151	73	103
231	90	90	275
90	327	318	90
57	90	90	90
141	296	352	140
185	90	98	90
90	90	308	137
90	90	223	90
90	322	311	90
90	76	90	118
90	90	90	90
90	90	90	90
200	90	45	90
336	253	90	90
90	90	37	90
45	262	127	185
90	166	54	114
90	225	90	316
252	90	90	44
90	90	88	92
90	90	101	345
90	90	300	208
